project,bug,bug-introducing_changes,days
Hadoop Common,HADOOP-1708,3,55
Hadoop Common,HADOOP-1712,1,0
Hadoop Common,HADOOP-1714,2,0
Hadoop Common,HADOOP-1716,1,0
Hadoop Common,HADOOP-1739,12,909
Hadoop Common,HADOOP-174,2,138
Hadoop Common,HADOOP-1740,2,54
Hadoop Common,HADOOP-1748,2,153
Hadoop Common,HADOOP-176,1,0
Hadoop Common,HADOOP-1763,1,0
Hadoop Common,HADOOP-1771,3,277
Hadoop Common,HADOOP-1775,1,0
Hadoop Common,HADOOP-1783,3,239
Hadoop Common,HADOOP-1788,2,91
Hadoop Common,HADOOP-1790,4,164
Hadoop Common,HADOOP-1795,1,0
Hadoop Common,HADOOP-1798,1,0
Hadoop Common,HADOOP-180,6,426
Hadoop Common,HADOOP-1806,1,0
Hadoop Common,HADOOP-1810,1,0
Hadoop Common,HADOOP-1817,1,0
Hadoop Common,HADOOP-1818,1,0
Hadoop Common,HADOOP-1819,17,866
Hadoop Common,HADOOP-182,11,427
Hadoop Common,HADOOP-183,2,16
Hadoop Common,HADOOP-1832,1,0
Hadoop Common,HADOOP-1838,3,911
Hadoop Common,HADOOP-1840,2,128
Hadoop Common,HADOOP-1846,8,870
Hadoop Common,HADOOP-185,5,366
Hadoop Common,HADOOP-1853,1,0
Hadoop Common,HADOOP-186,7,412
Hadoop Common,HADOOP-1862,9,218
Hadoop Common,HADOOP-1874,12,944
Hadoop Common,HADOOP-1875,1,0
Hadoop Common,HADOOP-188,4,422
Hadoop Common,HADOOP-1882,4,882
Hadoop Common,HADOOP-1885,2,222
Hadoop Common,HADOOP-1887,5,811
Hadoop Common,HADOOP-1890,3,159
Hadoop Common,HADOOP-1892,3,149
Hadoop Common,HADOOP-1898,1,0
Hadoop Common,HADOOP-19,6,386
Hadoop Common,HADOOP-1902,2,775
Hadoop Common,HADOOP-1904,2,129
Hadoop Common,HADOOP-1907,1,0
Hadoop Common,HADOOP-1910,2,866
Hadoop Common,HADOOP-1911,1,0
Hadoop Common,HADOOP-192,1,0
Hadoop Common,HADOOP-1930,6,477
Hadoop Common,HADOOP-1946,6,895
Hadoop Common,HADOOP-1948,1,0
Hadoop Common,HADOOP-1952,5,396
Hadoop Common,HADOOP-1953,5,925
Hadoop Common,HADOOP-1955,3,47
Hadoop Common,HADOOP-1959,2,308
Hadoop Common,HADOOP-1961,5,321
Hadoop Common,HADOOP-1967,2,52
Hadoop Common,HADOOP-1970,1,0
Hadoop Common,HADOOP-1972,1,0
Hadoop Common,HADOOP-1977,5,763
Hadoop Common,HADOOP-1978,4,267
Hadoop Common,HADOOP-1979,5,464
Hadoop Common,HADOOP-1980,5,358
Hadoop Common,HADOOP-1984,3,127
Hadoop Common,HADOOP-1992,2,228
Hadoop Common,HADOOP-1997,3,79
Hadoop Common,HADOOP-2,1,0
Hadoop Common,HADOOP-200,19,421
Hadoop Common,HADOOP-2001,1,0
Hadoop Common,HADOOP-2016,2,128
Hadoop Common,HADOOP-2018,3,162
Hadoop Common,HADOOP-2022,1,0
Hadoop Common,HADOOP-2026,1,0
Hadoop Common,HADOOP-2027,23,1084
Hadoop Common,HADOOP-2028,2,434
Hadoop Common,HADOOP-2031,2,438
Hadoop Common,HADOOP-2033,8,778
Hadoop Common,HADOOP-2044,9,524
Hadoop Common,HADOOP-2048,5,481
Hadoop Common,HADOOP-205,2,75
Hadoop Common,HADOOP-2051,2,1
Hadoop Common,HADOOP-2065,8,613
Hadoop Common,HADOOP-207,1,0
Hadoop Common,HADOOP-2070,1,0
Hadoop Common,HADOOP-2071,5,348
Hadoop Common,HADOOP-2073,1,0
Hadoop Common,HADOOP-2078,4,153
Hadoop Common,HADOOP-2080,2,133
Hadoop Common,HADOOP-2081,3,1169
Hadoop Common,HADOOP-2089,1,0
Hadoop Common,HADOOP-2095,66,1169
Hadoop Common,HADOOP-2096,1,0
Hadoop Common,HADOOP-2098,1,0
Hadoop Common,HADOOP-210,10,470
Hadoop Common,HADOOP-2102,4,491
Hadoop Common,HADOOP-2103,1,0
Hadoop Common,HADOOP-2119,12,758
Hadoop Common,HADOOP-2121,3,90
Hadoop Common,HADOOP-2129,4,138
Hadoop Common,HADOOP-2132,2,379
Hadoop Common,HADOOP-2151,2,205
Hadoop Common,HADOOP-2159,1,0
Hadoop Common,HADOOP-2168,3,441
Hadoop Common,HADOOP-2172,1,0
Hadoop Common,HADOOP-2174,3,483
Hadoop Common,HADOOP-219,4,338
Hadoop Common,HADOOP-2190,2,202
Hadoop Common,HADOOP-2191,5,425
Hadoop Common,HADOOP-2192,2,301
Hadoop Common,HADOOP-2194,3,193
Hadoop Common,HADOOP-2195,2,775
Hadoop Common,HADOOP-22,8,338
Hadoop Common,HADOOP-2212,1,0
Hadoop Common,HADOOP-2227,8,386
Hadoop Common,HADOOP-2228,2,149
Hadoop Common,HADOOP-2245,7,464
Hadoop Common,HADOOP-2247,2,40
Hadoop Common,HADOOP-2248,20,867
Hadoop Common,HADOOP-2256,1,0
Hadoop Common,HADOOP-226,1,0
Hadoop Common,HADOOP-227,6,456
Hadoop Common,HADOOP-2284,2,194
Hadoop Common,HADOOP-2285,8,386
Hadoop Common,HADOOP-2300,1,0
Hadoop Common,HADOOP-2323,6,1008
Hadoop Common,HADOOP-2337,2,318
Hadoop Common,HADOOP-2344,16,1018
Hadoop Common,HADOOP-2346,11,808
Hadoop Common,HADOOP-2359,1,0
Hadoop Common,HADOOP-236,1,0
Hadoop Common,HADOOP-2363,1,0
Hadoop Common,HADOOP-2365,1,0
Hadoop Common,HADOOP-2368,2,0
Hadoop Common,HADOOP-2373,2,17
Hadoop Common,HADOOP-2376,3,567
Hadoop Common,HADOOP-2378,1,0
Hadoop Common,HADOOP-238,1,0
Hadoop Common,HADOOP-239,2,64
Hadoop Common,HADOOP-2391,6,389
Hadoop Common,HADOOP-2393,5,1191
Hadoop Common,HADOOP-2399,15,1093
Hadoop Common,HADOOP-240,7,457
Hadoop Common,HADOOP-2402,5,239
Hadoop Common,HADOOP-2403,2,249
Hadoop Common,HADOOP-2404,7,644
Hadoop Common,HADOOP-2413,24,961
Hadoop Common,HADOOP-242,1,0
Hadoop Common,HADOOP-2422,1,0
Hadoop Common,HADOOP-2427,7,1175
Hadoop Common,HADOOP-243,11,544
Hadoop Common,HADOOP-2434,1,0
Hadoop Common,HADOOP-2437,1,0
Hadoop Common,HADOOP-2442,3,28
Hadoop Common,HADOOP-245,1,0
Hadoop Common,HADOOP-2456,1,0
Hadoop Common,HADOOP-2460,1,0
Hadoop Common,HADOOP-247,1,0
Hadoop Common,HADOOP-2470,18,971
Hadoop Common,HADOOP-2476,1,0
Hadoop Common,HADOOP-2486,1,0
Hadoop Common,HADOOP-2492,3,1016
Hadoop Common,HADOOP-2503,2,4
Hadoop Common,HADOOP-251,2,0
Hadoop Common,HADOOP-2511,1,0
Hadoop Common,HADOOP-2512,2,18
Hadoop Common,HADOOP-2540,3,254
Hadoop Common,HADOOP-2549,6,275
Hadoop Common,HADOOP-255,2,476
Hadoop Common,HADOOP-2565,16,1190
Hadoop Common,HADOOP-2570,4,406
Hadoop Common,HADOOP-2574,1,0
Hadoop Common,HADOOP-2576,3,327
Hadoop Common,HADOOP-2583,1,0
Hadoop Common,HADOOP-259,4,450
Hadoop Common,HADOOP-26,6,338
Hadoop Common,HADOOP-2605,1,0
Hadoop Common,HADOOP-2606,9,347
Hadoop Common,HADOOP-261,2,182
Hadoop Common,HADOOP-2614,1,0
Hadoop Common,HADOOP-2626,4,290
Hadoop Common,HADOOP-2633,9,444
Hadoop Common,HADOOP-2639,3,112
Hadoop Common,HADOOP-2640,2,77
Hadoop Common,HADOOP-2646,3,235
Hadoop Common,HADOOP-2647,2,90
Hadoop Common,HADOOP-2649,2,644
Hadoop Common,HADOOP-265,3,451
Hadoop Common,HADOOP-2652,6,547
Hadoop Common,HADOOP-2655,8,1051
Hadoop Common,HADOOP-2656,36,1150
Hadoop Common,HADOOP-2659,6,462
Hadoop Common,HADOOP-2669,1,0
Hadoop Common,HADOOP-2683,7,1039
Hadoop Common,HADOOP-2687,1,0
Hadoop Common,HADOOP-2691,4,283
Hadoop Common,HADOOP-27,3,199
Hadoop Common,HADOOP-270,3,302
Hadoop Common,HADOOP-2703,7,665
Hadoop Common,HADOOP-2713,3,184
Hadoop Common,HADOOP-2716,8,1039
Hadoop Common,HADOOP-2723,1,0
Hadoop Common,HADOOP-2725,12,637
Hadoop Common,HADOOP-2727,3,624
Hadoop Common,HADOOP-2732,2,373
Hadoop Common,HADOOP-2733,1,0
Hadoop Common,HADOOP-2738,1,0
Hadoop Common,HADOOP-2754,2,50
Hadoop Common,HADOOP-2755,2,96
Hadoop Common,HADOOP-2756,4,1062
Hadoop Common,HADOOP-2767,4,193
Hadoop Common,HADOOP-2768,2,918
Hadoop Common,HADOOP-277,3,412
Hadoop Common,HADOOP-278,2,69
Hadoop Common,HADOOP-2780,1,0
Hadoop Common,HADOOP-2785,1,0
Hadoop Common,HADOOP-2787,1,0
Hadoop Common,HADOOP-2788,1,0
Hadoop Common,HADOOP-2789,2,60
Hadoop Common,HADOOP-2790,10,372
Hadoop Common,HADOOP-28,2,119
Hadoop Common,HADOOP-280,1,0
Hadoop Common,HADOOP-2800,2,346
Hadoop Common,HADOOP-2808,3,517
Hadoop Common,HADOOP-2811,2,50
Hadoop Common,HADOOP-2814,2,113
Hadoop Common,HADOOP-2817,6,661
Hadoop Common,HADOOP-2818,3,287
Hadoop Common,HADOOP-2819,9,1044
Hadoop Common,HADOOP-282,1,0
Hadoop Common,HADOOP-2820,9,348
Hadoop Common,HADOOP-2822,17,1104
Hadoop Common,HADOOP-2823,2,347
Hadoop Common,HADOOP-2824,2,21
Hadoop Common,HADOOP-2825,8,653
Hadoop Common,HADOOP-2826,14,1043
Hadoop Common,HADOOP-2827,9,1080
Hadoop Common,HADOOP-2828,11,980
Hadoop Common,HADOOP-2832,4,90
Hadoop Common,HADOOP-2833,10,347
Hadoop Common,HADOOP-2843,1,0
Hadoop Common,HADOOP-2844,2,418
Hadoop Common,HADOOP-2845,1,0
Hadoop Common,HADOOP-285,4,317
Hadoop Common,HADOOP-286,1,0
Hadoop Common,HADOOP-2869,3,292
Hadoop Common,HADOOP-2870,15,1097
Hadoop Common,HADOOP-288,16,510
Hadoop Common,HADOOP-2883,2,275
Hadoop Common,HADOOP-289,5,329
Hadoop Common,HADOOP-2890,1,0
Hadoop Common,HADOOP-2891,2,209
Hadoop Common,HADOOP-2894,5,288
Hadoop Common,HADOOP-290,2,275
Hadoop Common,HADOOP-2901,12,971
Hadoop Common,HADOOP-2903,1,0
Hadoop Common,HADOOP-2904,2,10
Hadoop Common,HADOOP-2905,1,0
Hadoop Common,HADOOP-2912,2,379
Hadoop Common,HADOOP-2915,14,1094
Hadoop Common,HADOOP-2928,11,445
Hadoop Common,HADOOP-293,2,516
Hadoop Common,HADOOP-2931,1,0
Hadoop Common,HADOOP-2934,1,0
Hadoop Common,HADOOP-2938,3,317
Hadoop Common,HADOOP-294,2,46
Hadoop Common,HADOOP-2943,2,548
Hadoop Common,HADOOP-2944,1,0
Hadoop Common,HADOOP-2958,2,0
Hadoop Common,HADOOP-2971,1,0
Hadoop Common,HADOOP-2972,1,0
Hadoop Common,HADOOP-2976,1,0
Hadoop Common,HADOOP-2978,1,0
Hadoop Common,HADOOP-2985,3,266
Hadoop Common,HADOOP-299,5,448
Hadoop Common,HADOOP-2992,1,0
Hadoop Common,HADOOP-2995,1,0
Hadoop Common,HADOOP-3,3,358
Hadoop Common,HADOOP-3002,18,445
Hadoop Common,HADOOP-3003,5,326
Hadoop Common,HADOOP-3006,2,46
Hadoop Common,HADOOP-3007,3,184
Hadoop Common,HADOOP-3008,1,0
Hadoop Common,HADOOP-3009,1,0
Hadoop Common,HADOOP-3010,3,60
Hadoop Common,HADOOP-3011,2,0
Hadoop Common,HADOOP-3012,1,0
Hadoop Common,HADOOP-3018,2,69
Hadoop Common,HADOOP-3025,2,376
Hadoop Common,HADOOP-3027,4,11
Hadoop Common,HADOOP-3029,1,0
Hadoop Common,HADOOP-3030,3,57
Hadoop Common,HADOOP-3031,2,103
Hadoop Common,HADOOP-3033,8,323
Hadoop Common,HADOOP-3035,5,1169
Hadoop Common,HADOOP-3036,2,13
Hadoop Common,HADOOP-304,1,0
Hadoop Common,HADOOP-3040,1,0
Hadoop Common,HADOOP-3041,51,1122
Hadoop Common,HADOOP-3042,1,0
Hadoop Common,HADOOP-3044,2,131
Hadoop Common,HADOOP-3049,3,240
Hadoop Common,HADOOP-3050,7,637
Hadoop Common,HADOOP-3056,2,0
Hadoop Common,HADOOP-3060,5,627
Hadoop Common,HADOOP-3064,2,333
Hadoop Common,HADOOP-3065,1,0
Hadoop Common,HADOOP-3066,1,0
Hadoop Common,HADOOP-3067,5,513
Hadoop Common,HADOOP-3069,3,94
Hadoop Common,HADOOP-3070,2,318
Hadoop Common,HADOOP-3073,1,0
Hadoop Common,HADOOP-3080,2,503
Hadoop Common,HADOOP-3083,3,47
Hadoop Common,HADOOP-3084,3,221
Hadoop Common,HADOOP-3085,2,45
Hadoop Common,HADOOP-3089,3,73
Hadoop Common,HADOOP-309,2,186
Hadoop Common,HADOOP-3093,1,0
Hadoop Common,HADOOP-3094,1,0
Hadoop Common,HADOOP-3098,1,0
Hadoop Common,HADOOP-3101,8,335
Hadoop Common,HADOOP-3104,3,462
Hadoop Common,HADOOP-3105,1,0
Hadoop Common,HADOOP-3107,1,0
Hadoop Common,HADOOP-3108,1,0
Hadoop Common,HADOOP-311,1,0
Hadoop Common,HADOOP-3113,10,412
Hadoop Common,HADOOP-3114,1,0
Hadoop Common,HADOOP-3118,1,0
Hadoop Common,HADOOP-3119,1,0
Hadoop Common,HADOOP-3121,7,1078
Hadoop Common,HADOOP-3124,8,761
Hadoop Common,HADOOP-3127,2,318
Hadoop Common,HADOOP-313,7,474
Hadoop Common,HADOOP-3130,3,104
Hadoop Common,HADOOP-3131,4,572
Hadoop Common,HADOOP-3135,18,1191
Hadoop Common,HADOOP-3139,5,54
Hadoop Common,HADOOP-3140,12,1121
Hadoop Common,HADOOP-3146,3,90
Hadoop Common,HADOOP-3154,3,399
Hadoop Common,HADOOP-3155,2,543
Hadoop Common,HADOOP-3157,2,160
Hadoop Common,HADOOP-3159,4,186
Hadoop Common,HADOOP-316,4,48
Hadoop Common,HADOOP-3160,8,1007
Hadoop Common,HADOOP-3161,1,0
Hadoop Common,HADOOP-3162,32,1136
Hadoop Common,HADOOP-3165,4,1121
Hadoop Common,HADOOP-3166,2,80
Hadoop Common,HADOOP-3168,1,0
Hadoop Common,HADOOP-317,1,0
Hadoop Common,HADOOP-3175,1,0
Hadoop Common,HADOOP-3176,12,996
Hadoop Common,HADOOP-318,21,483
Hadoop Common,HADOOP-3182,2,195
Hadoop Common,HADOOP-3183,1,0
Hadoop Common,HADOOP-3186,4,276
Hadoop Common,HADOOP-319,2,289
Hadoop Common,HADOOP-320,1,0
Hadoop Common,HADOOP-3203,3,326
Hadoop Common,HADOOP-3204,1,0
Hadoop Common,HADOOP-3205,5,842
Hadoop Common,HADOOP-3208,1,0
Hadoop Common,HADOOP-3220,1,0
Hadoop Common,HADOOP-3223,1,0
Hadoop Common,HADOOP-3224,1,0
Hadoop Common,HADOOP-3225,3,518
Hadoop Common,HADOOP-3229,1,0
Hadoop Common,HADOOP-3232,3,154
Hadoop Common,HADOOP-3239,10,630
Hadoop Common,HADOOP-324,2,407
Hadoop Common,HADOOP-3248,5,567
Hadoop Common,HADOOP-325,15,457
Hadoop Common,HADOOP-3251,2,672
Hadoop Common,HADOOP-3256,3,173
Hadoop Common,HADOOP-3259,1,0
Hadoop Common,HADOOP-3263,4,559
Hadoop Common,HADOOP-3265,3,335
Hadoop Common,HADOOP-3269,1,0
Hadoop Common,HADOOP-327,2,38
Hadoop Common,HADOOP-3272,1,0
Hadoop Common,HADOOP-3279,2,47
Hadoop Common,HADOOP-3280,4,606
Hadoop Common,HADOOP-3285,1,0
Hadoop Common,HADOOP-3293,2,419
Hadoop Common,HADOOP-3294,2,0
Hadoop Common,HADOOP-3296,3,344
Hadoop Common,HADOOP-3299,1,0
Hadoop Common,HADOOP-3300,1,0
Hadoop Common,HADOOP-3313,2,457
Hadoop Common,HADOOP-3318,1,0
Hadoop Common,HADOOP-3320,2,415
Hadoop Common,HADOOP-3326,9,414
Hadoop Common,HADOOP-3327,13,583
Hadoop Common,HADOOP-3329,9,1164
Hadoop Common,HADOOP-3333,13,438
Hadoop Common,HADOOP-3337,8,639
Hadoop Common,HADOOP-3338,2,69
Hadoop Common,HADOOP-3339,2,1051
Hadoop Common,HADOOP-3349,2,131
Hadoop Common,HADOOP-3351,2,50
Hadoop Common,HADOOP-3363,1,0
Hadoop Common,HADOOP-3365,3,622
Hadoop Common,HADOOP-3370,2,174
Hadoop Common,HADOOP-3375,1,0
Hadoop Common,HADOOP-3381,4,321
Hadoop Common,HADOOP-3382,1,0
Hadoop Common,HADOOP-3391,2,3
Hadoop Common,HADOOP-3393,2,275
Hadoop Common,HADOOP-3396,1,0
Hadoop Common,HADOOP-3399,1,0
Hadoop Common,HADOOP-3401,1,0
Hadoop Common,HADOOP-3403,2,162
Hadoop Common,HADOOP-3408,1,0
Hadoop Common,HADOOP-3409,8,658
Hadoop Common,HADOOP-3410,1,0
Hadoop Common,HADOOP-3413,13,1192
Hadoop Common,HADOOP-3417,7,358
Hadoop Common,HADOOP-3418,14,415
Hadoop Common,HADOOP-3426,3,916
Hadoop Common,HADOOP-3427,11,414
Hadoop Common,HADOOP-344,4,483
Hadoop Common,HADOOP-3442,2,25
Hadoop Common,HADOOP-3443,5,479
Hadoop Common,HADOOP-3454,1,0
Hadoop Common,HADOOP-3475,1,0
Hadoop Common,HADOOP-3486,1,0
Hadoop Common,HADOOP-3487,1,0
Hadoop Common,HADOOP-3489,1,0
Hadoop Common,HADOOP-3491,3,28
Hadoop Common,HADOOP-3493,1,0
Hadoop Common,HADOOP-3496,1,0
Hadoop Common,HADOOP-3497,2,281
Hadoop Common,HADOOP-3500,2,506
Hadoop Common,HADOOP-3503,7,427
Hadoop Common,HADOOP-3506,3,540
Hadoop Common,HADOOP-3509,3,1030
Hadoop Common,HADOOP-3511,2,16
Hadoop Common,HADOOP-3513,1,0
Hadoop Common,HADOOP-3516,1,0
Hadoop Common,HADOOP-3517,6,416
Hadoop Common,HADOOP-3519,4,416
Hadoop Common,HADOOP-3520,1,0
Hadoop Common,HADOOP-3521,1,0
Hadoop Common,HADOOP-3522,1,0
Hadoop Common,HADOOP-3526,1,0
Hadoop Common,HADOOP-3533,13,732
Hadoop Common,HADOOP-3534,2,0
Hadoop Common,HADOOP-3537,1,0
Hadoop Common,HADOOP-3539,3,681
Hadoop Common,HADOOP-354,3,141
Hadoop Common,HADOOP-3545,1,0
Hadoop Common,HADOOP-3546,7,1192
Hadoop Common,HADOOP-3550,1,0
Hadoop Common,HADOOP-3561,1,0
Hadoop Common,HADOOP-3565,2,7
Hadoop Common,HADOOP-3569,2,183
Hadoop Common,HADOOP-3571,3,272
Hadoop Common,HADOOP-3576,7,420
Hadoop Common,HADOOP-358,1,0
Hadoop Common,HADOOP-3580,2,42
Hadoop Common,HADOOP-3586,3,65
Hadoop Common,HADOOP-3588,1,0
Hadoop Common,HADOOP-3590,1,0
Hadoop Common,HADOOP-3592,18,1240
Hadoop Common,HADOOP-3595,8,1205
Hadoop Common,HADOOP-3597,3,387
Hadoop Common,HADOOP-3598,11,636
Hadoop Common,HADOOP-3603,6,187
Hadoop Common,HADOOP-3604,5,570
Hadoop Common,HADOOP-3614,3,230
Hadoop Common,HADOOP-3615,1,0
Hadoop Common,HADOOP-362,11,505
Hadoop Common,HADOOP-3623,11,110
Hadoop Common,HADOOP-3630,1,0
Hadoop Common,HADOOP-3633,12,693
Hadoop Common,HADOOP-3635,2,118
Hadoop Common,HADOOP-3639,3,681
Hadoop Common,HADOOP-364,9,112
Hadoop Common,HADOOP-3640,1,0
Hadoop Common,HADOOP-3645,1,0
Hadoop Common,HADOOP-3647,6,571
Hadoop Common,HADOOP-3649,5,162
Hadoop Common,HADOOP-365,1,0
Hadoop Common,HADOOP-3652,1,0
Hadoop Common,HADOOP-3665,2,544
Hadoop Common,HADOOP-3667,19,1192
Hadoop Common,HADOOP-3670,1,0
Hadoop Common,HADOOP-3673,7,708
Hadoop Common,HADOOP-3677,5,457
Hadoop Common,HADOOP-3678,3,211
Hadoop Common,HADOOP-3681,2,28
Hadoop Common,HADOOP-3683,5,971
Hadoop Common,HADOOP-3685,3,321
Hadoop Common,HADOOP-3706,2,152
Hadoop Common,HADOOP-3707,1,0
Hadoop Common,HADOOP-3711,1,0
Hadoop Common,HADOOP-3716,2,178
Hadoop Common,HADOOP-3718,1,0
Hadoop Common,HADOOP-3720,5,335
Hadoop Common,HADOOP-3724,5,629
Hadoop Common,HADOOP-3728,3,216
Hadoop Common,HADOOP-373,17,596
Hadoop Common,HADOOP-3732,1,0
Hadoop Common,HADOOP-3743,1,0
Hadoop Common,HADOOP-375,8,511
Hadoop Common,HADOOP-3752,1,0
Hadoop Common,HADOOP-3758,1,0
Hadoop Common,HADOOP-376,1,0
Hadoop Common,HADOOP-3760,7,812
Hadoop Common,HADOOP-3762,4,335
Hadoop Common,HADOOP-377,1,0
Hadoop Common,HADOOP-3771,2,536
Hadoop Common,HADOOP-3773,1,0
Hadoop Common,HADOOP-3774,2,244
Hadoop Common,HADOOP-3776,4,115
Hadoop Common,HADOOP-3778,1,0
Hadoop Common,HADOOP-3785,2,11
Hadoop Common,HADOOP-3792,1,0
Hadoop Common,HADOOP-3794,1,0
Hadoop Common,HADOOP-380,1,0
Hadoop Common,HADOOP-3806,2,0
Hadoop Common,HADOOP-3810,8,686
Hadoop Common,HADOOP-3813,2,355
Hadoop Common,HADOOP-3816,1,0
Hadoop Common,HADOOP-3820,1,0
Hadoop Common,HADOOP-3821,1,0
Hadoop Common,HADOOP-383,1,0
Hadoop Common,HADOOP-3831,3,866
Hadoop Common,HADOOP-3836,2,15
Hadoop Common,HADOOP-3837,2,147
Hadoop Common,HADOOP-384,1,0
Hadoop Common,HADOOP-3846,3,28
Hadoop Common,HADOOP-3848,4,416
Hadoop Common,HADOOP-385,1,0
Hadoop Common,HADOOP-3851,1,0
Hadoop Common,HADOOP-3859,3,0
Hadoop Common,HADOOP-3863,1,0
Hadoop Common,HADOOP-3864,5,817
Hadoop Common,HADOOP-3865,4,145
Hadoop Common,HADOOP-387,1,0
Hadoop Common,HADOOP-3875,3,261
Hadoop Common,HADOOP-3883,7,133
Hadoop Common,HADOOP-3884,2,69
Hadoop Common,HADOOP-3886,1,0
Hadoop Common,HADOOP-3889,5,783
Hadoop Common,HADOOP-389,2,35
Hadoop Common,HADOOP-3897,1,0
Hadoop Common,HADOOP-3907,1,0
Hadoop Common,HADOOP-3910,2,512
Hadoop Common,HADOOP-3911,6,749
Hadoop Common,HADOOP-3914,1,0
Hadoop Common,HADOOP-393,1,0
Hadoop Common,HADOOP-3931,1,0
Hadoop Common,HADOOP-3933,1,0
Hadoop Common,HADOOP-3937,1,0
Hadoop Common,HADOOP-3940,3,5
Hadoop Common,HADOOP-3946,5,1169
Hadoop Common,HADOOP-3947,1,0
Hadoop Common,HADOOP-3950,5,627
Hadoop Common,HADOOP-3951,25,1258
Hadoop Common,HADOOP-3954,1,0
Hadoop Common,HADOOP-3957,4,1913
Hadoop Common,HADOOP-3961,1,0
Hadoop Common,HADOOP-3962,2,415
Hadoop Common,HADOOP-3970,1,0
Hadoop Common,HADOOP-3986,6,457
Hadoop Common,HADOOP-399,27,608
Hadoop Common,HADOOP-3998,7,392
Hadoop Common,HADOOP-40,3,338
Hadoop Common,HADOOP-400,11,158
Hadoop Common,HADOOP-4014,15,784
Hadoop Common,HADOOP-4018,1,0
Hadoop Common,HADOOP-4023,2,505
Hadoop Common,HADOOP-4035,19,1001
Hadoop Common,HADOOP-4036,1,0
Hadoop Common,HADOOP-4040,2,112
Hadoop Common,HADOOP-4041,45,2193
Hadoop Common,HADOOP-4045,18,961
Hadoop Common,HADOOP-4046,2,1247
Hadoop Common,HADOOP-4054,5,751
Hadoop Common,HADOOP-4061,3,131
Hadoop Common,HADOOP-4071,1,0
Hadoop Common,HADOOP-4077,1,0
Hadoop Common,HADOOP-4087,3,12
Hadoop Common,HADOOP-4097,1,0
Hadoop Common,HADOOP-4099,1,0
Hadoop Common,HADOOP-4100,2,47
Hadoop Common,HADOOP-4112,10,701
Hadoop Common,HADOOP-4116,26,1303
Hadoop Common,HADOOP-4121,1,0
Hadoop Common,HADOOP-4125,3,1133
Hadoop Common,HADOOP-4129,2,13
Hadoop Common,HADOOP-4139,1,0
Hadoop Common,HADOOP-4141,2,158
Hadoop Common,HADOOP-4147,4,296
Hadoop Common,HADOOP-4149,4,88
Hadoop Common,HADOOP-415,4,46
Hadoop Common,HADOOP-4154,2,235
Hadoop Common,HADOOP-4155,5,500
Hadoop Common,HADOOP-4163,1,0
Hadoop Common,HADOOP-4173,1,0
Hadoop Common,HADOOP-4189,2,183
Hadoop Common,HADOOP-419,10,544
Hadoop Common,HADOOP-4190,5,714
Hadoop Common,HADOOP-4195,2,179
Hadoop Common,HADOOP-4197,3,1268
Hadoop Common,HADOOP-4204,8,813
Hadoop Common,HADOOP-4209,10,922
Hadoop Common,HADOOP-421,2,83
Hadoop Common,HADOOP-4210,4,243
Hadoop Common,HADOOP-4217,1,0
Hadoop Common,HADOOP-4220,1,0
Hadoop Common,HADOOP-4225,1,0
Hadoop Common,HADOOP-4228,1,0
Hadoop Common,HADOOP-423,1,0
Hadoop Common,HADOOP-4232,13,1307
Hadoop Common,HADOOP-4236,8,977
Hadoop Common,HADOOP-4238,2,565
Hadoop Common,HADOOP-4242,1,0
Hadoop Common,HADOOP-4246,5,385
Hadoop Common,HADOOP-4247,2,380
Hadoop Common,HADOOP-4253,15,873
Hadoop Common,HADOOP-4254,2,37
Hadoop Common,HADOOP-4256,1,0
Hadoop Common,HADOOP-4257,11,528
Hadoop Common,HADOOP-426,1,0
Hadoop Common,HADOOP-4261,23,715
Hadoop Common,HADOOP-4262,1,0
Hadoop Common,HADOOP-4267,1,0
Hadoop Common,HADOOP-4269,9,743
Hadoop Common,HADOOP-427,3,516
Hadoop Common,HADOOP-4274,1,0
Hadoop Common,HADOOP-4275,1,0
Hadoop Common,HADOOP-4277,1,0
Hadoop Common,HADOOP-4278,2,36
Hadoop Common,HADOOP-4281,6,719
Hadoop Common,HADOOP-4282,4,84
Hadoop Common,HADOOP-4287,2,513
Hadoop Common,HADOOP-4288,1,0
Hadoop Common,HADOOP-4293,8,1297
Hadoop Common,HADOOP-4296,3,518
Hadoop Common,HADOOP-430,1,0
Hadoop Common,HADOOP-4309,1,0
Hadoop Common,HADOOP-4314,1,0
Hadoop Common,HADOOP-4318,4,645
Hadoop Common,HADOOP-4325,1,0
Hadoop Common,HADOOP-4326,3,401
Hadoop Common,HADOOP-4335,1,0
Hadoop Common,HADOOP-434,1,0
Hadoop Common,HADOOP-4340,2,457
Hadoop Common,HADOOP-4346,7,252
Hadoop Common,HADOOP-4351,5,186
Hadoop Common,HADOOP-4361,3,379
Hadoop Common,HADOOP-4369,1,0
Hadoop Common,HADOOP-4373,1,0
Hadoop Common,HADOOP-4374,3,181
Hadoop Common,HADOOP-4377,1,0
Hadoop Common,HADOOP-4380,4,48
Hadoop Common,HADOOP-4388,5,485
Hadoop Common,HADOOP-4393,6,275
Hadoop Common,HADOOP-4395,2,98
Hadoop Common,HADOOP-4398,2,380
Hadoop Common,HADOOP-4404,2,57
Hadoop Common,HADOOP-4407,1,0
