project,bug,bug-introducing_changes,days
Derby,DERBY-3060,4,895
Derby,DERBY-3061,2,983
Derby,DERBY-3068,5,1041
Derby,DERBY-3074,4,233
Derby,DERBY-3077,9,503
Derby,DERBY-3079,1,0
Derby,DERBY-3081,1,0
Derby,DERBY-3082,2,18
Derby,DERBY-3083,3,281
Derby,DERBY-3085,2,813
Derby,DERBY-3086,2,879
Derby,DERBY-3093,5,1123
Derby,DERBY-3094,2,195
Derby,DERBY-3096,2,655
Derby,DERBY-3098,11,993
Derby,DERBY-3099,2,160
Derby,DERBY-3100,1,0
Derby,DERBY-3107,12,764
Derby,DERBY-3110,4,1137
Derby,DERBY-3116,1,0
Derby,DERBY-3119,2,1019
Derby,DERBY-313,1,0
Derby,DERBY-3131,2,405
Derby,DERBY-3132,3,568
Derby,DERBY-3135,2,99
Derby,DERBY-3138,1,0
Derby,DERBY-3142,2,0
Derby,DERBY-3148,1,0
Derby,DERBY-3150,1,0
Derby,DERBY-3152,1,0
Derby,DERBY-3158,8,1152
Derby,DERBY-3160,5,172
Derby,DERBY-3172,18,918
Derby,DERBY-3174,2,307
Derby,DERBY-3175,1,0
Derby,DERBY-3176,2,131
Derby,DERBY-3177,6,2097
Derby,DERBY-3178,1,0
Derby,DERBY-3182,2,1
Derby,DERBY-3183,5,468
Derby,DERBY-319,2,162
Derby,DERBY-3194,1,0
Derby,DERBY-3198,3,819
Derby,DERBY-32,1,0
Derby,DERBY-3202,1,0
Derby,DERBY-3208,1,0
Derby,DERBY-3214,2,1174
Derby,DERBY-3215,3,1153
Derby,DERBY-3216,3,1156
Derby,DERBY-3217,1,0
Derby,DERBY-3219,1,0
Derby,DERBY-322,2,3
Derby,DERBY-3220,4,879
Derby,DERBY-3221,2,546
Derby,DERBY-3222,2,1
Derby,DERBY-3226,2,6
Derby,DERBY-3229,1,0
Derby,DERBY-323,4,571
Derby,DERBY-3230,2,3
Derby,DERBY-3233,2,2
Derby,DERBY-3238,2,1167
Derby,DERBY-3242,2,1165
Derby,DERBY-3243,3,74
Derby,DERBY-3244,1,0
Derby,DERBY-3247,1,0
Derby,DERBY-3249,1,0
Derby,DERBY-325,1,0
Derby,DERBY-3250,2,113
Derby,DERBY-3253,5,907
Derby,DERBY-3257,3,896
Derby,DERBY-3258,2,69
Derby,DERBY-3260,1,0
Derby,DERBY-3261,4,940
Derby,DERBY-3266,4,1011
Derby,DERBY-3270,4,1518
Derby,DERBY-3279,12,1222
Derby,DERBY-3288,7,1218
Derby,DERBY-3299,7,1240
Derby,DERBY-33,1,0
Derby,DERBY-3301,1,0
Derby,DERBY-3302,1,0
Derby,DERBY-3303,3,230
Derby,DERBY-3304,23,1250
Derby,DERBY-3305,1,0
Derby,DERBY-3306,11,462
Derby,DERBY-3307,1,0
Derby,DERBY-3308,2,167
Derby,DERBY-3310,3,1017
Derby,DERBY-3311,6,840
Derby,DERBY-3316,2,284
Derby,DERBY-3319,8,1253
Derby,DERBY-3320,13,1288
Derby,DERBY-3321,1,0
Derby,DERBY-3323,1,0
Derby,DERBY-3336,2,1
Derby,DERBY-3341,4,1119
Derby,DERBY-3343,2,889
Derby,DERBY-3345,1,0
Derby,DERBY-3347,3,781
Derby,DERBY-3350,8,1218
Derby,DERBY-3354,8,1283
Derby,DERBY-3355,1,0
Derby,DERBY-3358,9,183
Derby,DERBY-336,1,0
Derby,DERBY-3360,1,0
Derby,DERBY-3361,6,140
Derby,DERBY-3362,2,1
Derby,DERBY-3364,2,34
Derby,DERBY-3365,14,1091
Derby,DERBY-337,6,258
Derby,DERBY-3373,3,1053
Derby,DERBY-3376,1,0
Derby,DERBY-3379,6,1029
Derby,DERBY-3382,13,199
Derby,DERBY-3383,2,1225
Derby,DERBY-339,3,36
Derby,DERBY-3390,5,979
Derby,DERBY-3392,3,21
Derby,DERBY-34,1,0
Derby,DERBY-3400,4,355
Derby,DERBY-3401,14,1252
Derby,DERBY-3404,5,1237
Derby,DERBY-3406,1,0
Derby,DERBY-3408,1,0
Derby,DERBY-3415,1,0
Derby,DERBY-3417,16,345
Derby,DERBY-3420,2,574
Derby,DERBY-3422,5,343
Derby,DERBY-3425,1,0
Derby,DERBY-3427,7,1033
Derby,DERBY-3428,5,445
Derby,DERBY-3430,2,280
Derby,DERBY-3431,6,762
Derby,DERBY-3438,1,0
Derby,DERBY-344,1,0
Derby,DERBY-3447,8,190
Derby,DERBY-3454,2,155
Derby,DERBY-3455,7,1249
Derby,DERBY-3458,2,82
Derby,DERBY-3465,3,8
Derby,DERBY-3472,2,173
Derby,DERBY-3478,1,0
Derby,DERBY-3484,37,1226
Derby,DERBY-3489,14,209
Derby,DERBY-349,4,359
Derby,DERBY-3492,1,0
Derby,DERBY-3499,3,15
Derby,DERBY-3502,3,1243
Derby,DERBY-3504,10,519
Derby,DERBY-3508,1,0
Derby,DERBY-3509,2,69
Derby,DERBY-3513,1,0
Derby,DERBY-3514,8,1024
Derby,DERBY-3519,3,17
Derby,DERBY-3523,5,1279
Derby,DERBY-3526,3,135
Derby,DERBY-3527,10,168
Derby,DERBY-353,1,0
Derby,DERBY-3537,2,380
Derby,DERBY-3543,5,980
Derby,DERBY-3544,2,266
Derby,DERBY-3546,3,420
Derby,DERBY-3548,4,282
Derby,DERBY-3549,3,1260
Derby,DERBY-3562,2,496
Derby,DERBY-3566,2,0
Derby,DERBY-3567,5,181
Derby,DERBY-3571,1,0
Derby,DERBY-3574,11,1078
Derby,DERBY-3581,17,1134
Derby,DERBY-3582,1,0
Derby,DERBY-3584,3,24
Derby,DERBY-3589,5,504
Derby,DERBY-3595,2,99
Derby,DERBY-3596,3,638
Derby,DERBY-3603,1,0
Derby,DERBY-361,5,253
Derby,DERBY-3613,1,0
Derby,DERBY-3616,4,1299
Derby,DERBY-3625,2,203
Derby,DERBY-3631,1,0
Derby,DERBY-3634,18,1846
Derby,DERBY-3644,2,1024
Derby,DERBY-3645,2,5
Derby,DERBY-3646,6,1254
Derby,DERBY-3649,2,701
Derby,DERBY-3650,19,1378
Derby,DERBY-3652,11,1341
Derby,DERBY-3655,13,520
Derby,DERBY-3658,2,5
Derby,DERBY-3661,1,0
Derby,DERBY-3669,2,807
Derby,DERBY-3674,2,1327
Derby,DERBY-3678,2,1347
Derby,DERBY-3682,8,1335
Derby,DERBY-3689,8,1568
Derby,DERBY-3690,2,110
Derby,DERBY-3693,6,1429
Derby,DERBY-3695,2,167
Derby,DERBY-3701,5,1351
Derby,DERBY-3704,6,1176
Derby,DERBY-3705,4,497
Derby,DERBY-3708,1,0
Derby,DERBY-3709,2,7
Derby,DERBY-3710,2,1350
Derby,DERBY-3718,2,1232
Derby,DERBY-3719,1,0
Derby,DERBY-3728,3,12
Derby,DERBY-3731,2,1365
Derby,DERBY-3734,1,0
Derby,DERBY-3735,3,670
Derby,DERBY-3736,1,0
Derby,DERBY-3739,2,1116
Derby,DERBY-374,9,378
Derby,DERBY-3740,1,0
Derby,DERBY-3741,19,1382
Derby,DERBY-3745,11,1419
Derby,DERBY-375,2,229
Derby,DERBY-3757,1,0
Derby,DERBY-3764,2,1390
Derby,DERBY-3766,22,1392
Derby,DERBY-3771,4,15
Derby,DERBY-3772,2,1
Derby,DERBY-3773,1,0
Derby,DERBY-3774,1,0
Derby,DERBY-3775,1,0
Derby,DERBY-3776,1,0
Derby,DERBY-3777,2,74
Derby,DERBY-3781,1,0
Derby,DERBY-3782,2,36
Derby,DERBY-3786,2,275
Derby,DERBY-3791,3,143
Derby,DERBY-3799,2,88
Derby,DERBY-3803,5,1400
Derby,DERBY-3807,1,0
Derby,DERBY-3808,3,1786
Derby,DERBY-3812,1,0
Derby,DERBY-3813,2,221
Derby,DERBY-3814,2,2
Derby,DERBY-3818,2,78
Derby,DERBY-3819,2,2
Derby,DERBY-3823,2,2231
Derby,DERBY-3824,1,0
Derby,DERBY-3825,5,544
Derby,DERBY-3831,2,60
Derby,DERBY-3840,4,141
Derby,DERBY-3844,20,1971
Derby,DERBY-3845,2,13
Derby,DERBY-385,1,0
Derby,DERBY-3856,2,1432
Derby,DERBY-3865,1,0
Derby,DERBY-3869,1,0
Derby,DERBY-387,1,0
Derby,DERBY-3870,18,2443
Derby,DERBY-3871,5,1470
Derby,DERBY-3875,1,0
Derby,DERBY-3878,1,0
Derby,DERBY-388,1,0
Derby,DERBY-3883,2,57
Derby,DERBY-3887,7,191
Derby,DERBY-3889,8,602
Derby,DERBY-389,3,389
Derby,DERBY-3897,12,1322
Derby,DERBY-3898,6,1393
Derby,DERBY-390,1,0
Derby,DERBY-3902,5,571
Derby,DERBY-3904,1,0
Derby,DERBY-3909,4,350
Derby,DERBY-3911,1,0
Derby,DERBY-3913,2,1778
Derby,DERBY-3917,1,0
Derby,DERBY-3925,1,0
Derby,DERBY-3926,6,1720
Derby,DERBY-3931,1,0
Derby,DERBY-3941,2,0
Derby,DERBY-3944,2,520
Derby,DERBY-3945,4,39
Derby,DERBY-3947,1,0
Derby,DERBY-3948,1,0
Derby,DERBY-395,1,0
Derby,DERBY-3950,2,812
Derby,DERBY-3964,2,1
Derby,DERBY-3969,4,1513
Derby,DERBY-3970,8,1165
Derby,DERBY-3975,18,262
Derby,DERBY-3977,2,546
Derby,DERBY-3978,1,0
Derby,DERBY-3980,5,2362
Derby,DERBY-3990,1,0
Derby,DERBY-3991,2,0
Derby,DERBY-3993,1,0
Derby,DERBY-4001,2,0
Derby,DERBY-4006,2,727
Derby,DERBY-4018,1,0
Derby,DERBY-4028,1,0
Derby,DERBY-4035,4,2233
Derby,DERBY-4037,1,0
Derby,DERBY-4038,6,1344
Derby,DERBY-404,1,0
Derby,DERBY-4040,4,675
Derby,DERBY-4042,6,1591
Derby,DERBY-4050,4,1600
Derby,DERBY-4051,1,0
Derby,DERBY-4052,1,0
Derby,DERBY-4053,6,706
Derby,DERBY-4054,1,0
Derby,DERBY-4055,2,2
Derby,DERBY-4057,1,0
Derby,DERBY-406,4,187
Derby,DERBY-4060,5,418
Derby,DERBY-4061,5,25
Derby,DERBY-4067,10,1889
Derby,DERBY-4068,1,0
Derby,DERBY-4071,4,1253
Derby,DERBY-4072,1,0
Derby,DERBY-4073,4,745
Derby,DERBY-4081,3,350
Derby,DERBY-4083,2,160
Derby,DERBY-4088,3,1630
Derby,DERBY-409,2,3
Derby,DERBY-4095,5,1640
Derby,DERBY-4097,7,1388
Derby,DERBY-4102,3,872
Derby,DERBY-4110,2,1124
Derby,DERBY-4116,1,0
Derby,DERBY-4119,1,0
Derby,DERBY-4122,9,1587
Derby,DERBY-4124,2,658
Derby,DERBY-4125,2,2
Derby,DERBY-4126,1,0
Derby,DERBY-4127,15,1393
Derby,DERBY-4128,4,1440
Derby,DERBY-413,27,445
Derby,DERBY-4137,3,1461
Derby,DERBY-4141,3,347
Derby,DERBY-4142,2,1495
Derby,DERBY-4145,5,37
Derby,DERBY-4148,2,30
Derby,DERBY-4149,3,717
Derby,DERBY-415,2,154
Derby,DERBY-4154,1,0
Derby,DERBY-4155,2,398
Derby,DERBY-417,1,0
Derby,DERBY-4171,1,0
Derby,DERBY-4175,5,486
Derby,DERBY-4179,3,1352
Derby,DERBY-418,1,0
Derby,DERBY-4182,1,0
Derby,DERBY-4186,4,288
Derby,DERBY-4191,3,946
Derby,DERBY-4193,3,1634
Derby,DERBY-4198,9,1726
Derby,DERBY-4199,1,0
Derby,DERBY-4201,1,0
Derby,DERBY-4204,3,1692
Derby,DERBY-4212,2,51
Derby,DERBY-4214,1,0
Derby,DERBY-4215,2,4
Derby,DERBY-4218,1,0
Derby,DERBY-4230,2,1701
Derby,DERBY-4232,1,0
Derby,DERBY-4239,2,1257
Derby,DERBY-424,1,0
Derby,DERBY-4244,1,0
Derby,DERBY-4245,6,153
Derby,DERBY-4246,13,516
Derby,DERBY-4263,2,77
Derby,DERBY-4269,3,22
Derby,DERBY-427,1,0
Derby,DERBY-4273,3,707
Derby,DERBY-4275,3,1335
Derby,DERBY-4276,3,941
Derby,DERBY-4277,4,581
Derby,DERBY-4278,1,0
Derby,DERBY-4279,7,2096
Derby,DERBY-428,2,418
Derby,DERBY-4281,3,1674
Derby,DERBY-4282,2,1763
Derby,DERBY-4284,1,0
Derby,DERBY-4287,1,0
Derby,DERBY-4292,5,1186
Derby,DERBY-4297,2,1428
Derby,DERBY-4305,1,0
Derby,DERBY-4307,1,0
Derby,DERBY-4310,6,1316
Derby,DERBY-4311,2,237
Derby,DERBY-4312,3,56
Derby,DERBY-4313,2,76
Derby,DERBY-4315,4,1427
Derby,DERBY-4319,5,1165
Derby,DERBY-4322,1,0
Derby,DERBY-4323,4,1575
Derby,DERBY-4326,3,1348
Derby,DERBY-4330,21,1344
Derby,DERBY-4331,7,1734
Derby,DERBY-4336,3,60
Derby,DERBY-4338,7,980
Derby,DERBY-4341,1,0
Derby,DERBY-4342,1,0
Derby,DERBY-4348,2,1503
Derby,DERBY-4356,4,8
Derby,DERBY-4361,2,1
Derby,DERBY-437,2,109
Derby,DERBY-4371,4,1855
Derby,DERBY-4372,1,0
Derby,DERBY-4375,1,0
Derby,DERBY-4376,3,983
Derby,DERBY-438,18,580
Derby,DERBY-4386,1,0
Derby,DERBY-4387,1,0
Derby,DERBY-4388,1,0
Derby,DERBY-4391,1,0
Derby,DERBY-4393,1,0
Derby,DERBY-441,6,223
Derby,DERBY-4411,1,0
Derby,DERBY-4413,6,2109
Derby,DERBY-4414,1,0
Derby,DERBY-4419,1,0
Derby,DERBY-4420,3,896
Derby,DERBY-4426,6,1777
Derby,DERBY-4427,1,0
Derby,DERBY-4432,2,691
Derby,DERBY-4435,1,0
Derby,DERBY-4442,7,1515
Derby,DERBY-4443,2,886
Derby,DERBY-4449,1,0
Derby,DERBY-4450,1,0
Derby,DERBY-4451,4,1520
Derby,DERBY-4455,2,437
Derby,DERBY-4457,3,1195
Derby,DERBY-446,9,322
Derby,DERBY-4460,2,252
Derby,DERBY-4463,10,466
Derby,DERBY-4465,1,0
Derby,DERBY-4469,4,1905
Derby,DERBY-4470,7,1956
Derby,DERBY-4471,3,1988
Derby,DERBY-4472,1,0
Derby,DERBY-4473,2,1118
Derby,DERBY-4475,1,0
Derby,DERBY-4477,10,1953
Derby,DERBY-4488,4,1027
Derby,DERBY-4491,19,1939
Derby,DERBY-4496,2,896
Derby,DERBY-4499,1,0
Derby,DERBY-4502,1,0
Derby,DERBY-4513,5,1931
Derby,DERBY-4514,1,0
Derby,DERBY-4519,1,0
Derby,DERBY-452,1,0
Derby,DERBY-4523,1,0
Derby,DERBY-4524,1,0
Derby,DERBY-4529,2,28
Derby,DERBY-4531,3,1131
Derby,DERBY-4536,15,729
Derby,DERBY-4539,2,153
Derby,DERBY-4540,1,0
Derby,DERBY-4543,8,1170
Derby,DERBY-4544,1,0
Derby,DERBY-4545,1,0
Derby,DERBY-4553,1,0
Derby,DERBY-4562,1,0
Derby,DERBY-4564,3,507
Derby,DERBY-4571,1,0
Derby,DERBY-4577,29,2104
Derby,DERBY-4580,1,0
Derby,DERBY-4582,15,1824
Derby,DERBY-4584,1,0
Derby,DERBY-4585,1,0
Derby,DERBY-4590,1,0
Derby,DERBY-4594,2,701
Derby,DERBY-4598,6,2099
Derby,DERBY-4601,7,2337
Derby,DERBY-4602,1,0
Derby,DERBY-4603,1,0
Derby,DERBY-4604,1,0
Derby,DERBY-4607,2,1190
Derby,DERBY-4610,16,2042
Derby,DERBY-4614,14,2027
Derby,DERBY-4615,3,887
Derby,DERBY-4617,2,567
Derby,DERBY-4619,3,626
Derby,DERBY-462,2,843
Derby,DERBY-4621,2,1382
Derby,DERBY-4624,1,0
Derby,DERBY-4625,6,2113
Derby,DERBY-463,2,109
Derby,DERBY-4631,17,2796
Derby,DERBY-4647,4,466
Derby,DERBY-4651,2,194
Derby,DERBY-4654,2,6
Derby,DERBY-4664,1,0
Derby,DERBY-4665,1,0
Derby,DERBY-4667,6,199
Derby,DERBY-4669,12,1735
Derby,DERBY-4670,1,0
Derby,DERBY-4671,3,1889
Derby,DERBY-4674,2,6
Derby,DERBY-4676,1,0
Derby,DERBY-4679,5,2098
Derby,DERBY-4684,1,0
Derby,DERBY-4690,9,1156
Derby,DERBY-4692,3,2078
Derby,DERBY-4694,8,951
Derby,DERBY-4698,2,1502
Derby,DERBY-4699,5,885
Derby,DERBY-470,1,0
Derby,DERBY-4704,3,2093
Derby,DERBY-471,3,425
Derby,DERBY-4711,2,1667
Derby,DERBY-4713,1,0
Derby,DERBY-4715,5,2125
Derby,DERBY-4717,3,1877
Derby,DERBY-4718,1,0
Derby,DERBY-4723,3,316
Derby,DERBY-4731,59,2116
Derby,DERBY-4735,1,0
Derby,DERBY-4738,3,725
Derby,DERBY-4741,46,2323
Derby,DERBY-4743,4,15
Derby,DERBY-4748,4,654
Derby,DERBY-4752,12,2126
Derby,DERBY-4754,3,1607
Derby,DERBY-4755,2,2126
Derby,DERBY-476,1,0
Derby,DERBY-4764,2,741
Derby,DERBY-4772,1,0
Derby,DERBY-4776,2,2052
Derby,DERBY-4779,4,1959
Derby,DERBY-4781,3,18
Derby,DERBY-4786,4,1957
Derby,DERBY-479,1,0
Derby,DERBY-4795,1,0
Derby,DERBY-4796,3,1419
Derby,DERBY-4798,2,1988
Derby,DERBY-48,4,1418
Derby,DERBY-4810,3,1432
Derby,DERBY-4812,6,1172
Derby,DERBY-4815,1,0
Derby,DERBY-4819,2,28
Derby,DERBY-4825,1,0
Derby,DERBY-4828,2,280
Derby,DERBY-4829,1,0
Derby,DERBY-4835,3,1508
Derby,DERBY-4836,5,637
Derby,DERBY-4845,63,2600
Derby,DERBY-4849,6,2148
Derby,DERBY-485,3,300
Derby,DERBY-4856,16,2302
Derby,DERBY-4859,1,0
Derby,DERBY-4860,3,592
Derby,DERBY-4873,3,175
Derby,DERBY-4874,14,2270
Derby,DERBY-4881,4,1963
Derby,DERBY-4884,13,1258
Derby,DERBY-4888,1,0
Derby,DERBY-4889,3,1621
Derby,DERBY-4890,1,0
Derby,DERBY-4892,3,1670
Derby,DERBY-4895,3,2108
Derby,DERBY-4898,2,1697
Derby,DERBY-4902,3,10
Derby,DERBY-4903,3,104
Derby,DERBY-4904,4,10
Derby,DERBY-4907,6,2352
Derby,DERBY-4908,1,0
Derby,DERBY-4910,9,551
Derby,DERBY-4911,1,0
Derby,DERBY-4912,2,31
Derby,DERBY-4913,6,2287
Derby,DERBY-4915,6,1582
Derby,DERBY-4920,3,25
Derby,DERBY-4928,10,1442
Derby,DERBY-4944,1,0
Derby,DERBY-4946,5,2112
Derby,DERBY-4947,2,2266
Derby,DERBY-4949,3,333
Derby,DERBY-4951,2,12
Derby,DERBY-4959,1,0
Derby,DERBY-4960,6,2257
Derby,DERBY-4964,5,670
Derby,DERBY-4965,6,1836
Derby,DERBY-4970,3,2003
Derby,DERBY-4973,1,0
Derby,DERBY-498,1,0
Derby,DERBY-4980,1,0
Derby,DERBY-4982,6,960
Derby,DERBY-4984,7,2328
Derby,DERBY-4985,2,1
Derby,DERBY-4987,3,45
Derby,DERBY-4988,3,1744
Derby,DERBY-4997,6,684
Derby,DERBY-5,1,0
Derby,DERBY-500,4,377
Derby,DERBY-5001,1,0
Derby,DERBY-5002,3,2104
Derby,DERBY-5005,2,1911
Derby,DERBY-5008,1,0
Derby,DERBY-5009,1,0
Derby,DERBY-501,6,549
Derby,DERBY-5010,1,0
Derby,DERBY-5011,1,0
Derby,DERBY-5012,1,0
Derby,DERBY-5013,1,0
Derby,DERBY-5014,1,0
Derby,DERBY-5022,1,0
Derby,DERBY-5025,2,810
Derby,DERBY-5029,2,13
Derby,DERBY-5032,1,0
Derby,DERBY-5034,1,0
Derby,DERBY-5036,1,0
Derby,DERBY-5037,1,0
Derby,DERBY-504,2,343
Derby,DERBY-5040,1,0
Derby,DERBY-5042,2,2093
Derby,DERBY-5044,10,2539
Derby,DERBY-5046,1,0
Derby,DERBY-5052,1,0
Derby,DERBY-5054,2,338
Derby,DERBY-5063,1,0
Derby,DERBY-5069,2,628
Derby,DERBY-5073,1,0
Derby,DERBY-5074,1,0
Derby,DERBY-5078,1,0
Derby,DERBY-5079,6,606
Derby,DERBY-508,1,0
Derby,DERBY-5082,1,0
Derby,DERBY-5087,2,68
Derby,DERBY-5088,5,82
Derby,DERBY-5090,18,2475
Derby,DERBY-5096,5,2622
Derby,DERBY-5097,1,0
Derby,DERBY-5098,1,0
Derby,DERBY-5099,1,0
Derby,DERBY-5100,1,0
Derby,DERBY-5103,2,1367
Derby,DERBY-5104,2,64
Derby,DERBY-5105,1,0
Derby,DERBY-5107,1,0
Derby,DERBY-5108,2,94
Derby,DERBY-5109,1,0
Derby,DERBY-5112,4,1066
Derby,DERBY-5113,2,1935
Derby,DERBY-5114,1,0
Derby,DERBY-5115,5,588
Derby,DERBY-5119,1,0
Derby,DERBY-5120,3,1701
Derby,DERBY-5121,7,2374
Derby,DERBY-5124,1,0
Derby,DERBY-5141,3,216
Derby,DERBY-5152,2,64
Derby,DERBY-5153,2,2380
Derby,DERBY-5157,1,0
Derby,DERBY-5158,4,1758
Derby,DERBY-5159,1,0
Derby,DERBY-5168,1,0
Derby,DERBY-517,3,220
Derby,DERBY-5170,4,2128
Derby,DERBY-5172,2,1141
Derby,DERBY-5173,2,682
Derby,DERBY-518,1,0
Derby,DERBY-5185,3,138
Derby,DERBY-5192,2,1553
Derby,DERBY-5204,1,0
Derby,DERBY-522,3,110
Derby,DERBY-5221,3,110
Derby,DERBY-5222,1,0
Derby,DERBY-5223,5,215
Derby,DERBY-5233,4,2377
Derby,DERBY-5234,4,2783
Derby,DERBY-5236,16,2542
Derby,DERBY-5238,4,886
Derby,DERBY-5243,2,70
Derby,DERBY-5249,3,1608
Derby,DERBY-525,3,170
Derby,DERBY-5251,1,0
Derby,DERBY-5252,1,0
Derby,DERBY-5253,6,1644
Derby,DERBY-5258,7,2104
Derby,DERBY-5262,1,0
Derby,DERBY-5271,1,0
Derby,DERBY-5277,1,0
Derby,DERBY-5278,1,0
Derby,DERBY-5279,2,478
Derby,DERBY-5280,2,1947
Derby,DERBY-5283,6,2633
Derby,DERBY-5284,3,1634
Derby,DERBY-5288,3,1202
Derby,DERBY-5289,4,2211
Derby,DERBY-5291,1,0
Derby,DERBY-5292,6,1833
Derby,DERBY-530,5,141
Derby,DERBY-5304,1,0
Derby,DERBY-5312,9,2397
Derby,DERBY-5325,13,2496
Derby,DERBY-5328,3,805
Derby,DERBY-5333,1,0
Derby,DERBY-5336,2,0
Derby,DERBY-5343,1,0
Derby,DERBY-5345,1,0
Derby,DERBY-5346,1,0
Derby,DERBY-5347,3,614
Derby,DERBY-535,2,138
Derby,DERBY-5352,2,651
Derby,DERBY-5357,14,2734
Derby,DERBY-5358,4,2335
Derby,DERBY-5367,9,1257
Derby,DERBY-537,11,1006
Derby,DERBY-5370,1,0
Derby,DERBY-5374,1,0
Derby,DERBY-5377,3,737
Derby,DERBY-5379,2,54
Derby,DERBY-5390,2,9
Derby,DERBY-5391,2,817
Derby,DERBY-5395,4,2532
Derby,DERBY-5396,2,511
Derby,DERBY-5398,1,0
Derby,DERBY-540,1,0
Derby,DERBY-5402,1,0
Derby,DERBY-5406,9,2590
Derby,DERBY-5407,2,1025
Derby,DERBY-5409,2,27
Derby,DERBY-541,1,0
Derby,DERBY-5412,2,78
Derby,DERBY-5413,1,0
Derby,DERBY-5414,2,0
Derby,DERBY-5420,4,2560
Derby,DERBY-5421,1,0
Derby,DERBY-5424,1,0
Derby,DERBY-5425,8,2047
Derby,DERBY-5427,3,2303
Derby,DERBY-5434,1,0
Derby,DERBY-5438,2,354
Derby,DERBY-5440,3,848
Derby,DERBY-5444,1,0
Derby,DERBY-5447,4,255
Derby,DERBY-5448,23,2554
Derby,DERBY-5449,1,0
Derby,DERBY-5452,1,0
Derby,DERBY-5454,5,1835
Derby,DERBY-5456,1,0
Derby,DERBY-5459,6,3223
Derby,DERBY-5465,1,0
Derby,DERBY-5468,1,0
Derby,DERBY-5480,1,0
Derby,DERBY-5489,7,2768
Derby,DERBY-5492,3,12
Derby,DERBY-5493,13,2762
Derby,DERBY-5494,12,2762
Derby,DERBY-5496,9,1424
Derby,DERBY-5498,9,2559
Derby,DERBY-5504,14,1448
Derby,DERBY-5507,1,0
Derby,DERBY-5509,3,955
Derby,DERBY-5514,5,490
Derby,DERBY-5519,1,0
Derby,DERBY-552,3,803
Derby,DERBY-5521,3,1369
Derby,DERBY-553,1,0
Derby,DERBY-5530,3,2337
Derby,DERBY-5533,5,914
Derby,DERBY-5536,3,2443
Derby,DERBY-5546,3,2640
Derby,DERBY-5547,3,488
Derby,DERBY-555,1,0
Derby,DERBY-5552,6,2260
Derby,DERBY-5553,2,2163
Derby,DERBY-5554,7,2841
Derby,DERBY-5559,1,0
Derby,DERBY-5560,6,1166
Derby,DERBY-5561,6,2098
Derby,DERBY-5562,1,0
Derby,DERBY-5564,10,2268
Derby,DERBY-5567,5,1438
Derby,DERBY-5568,2,1
Derby,DERBY-557,2,3
Derby,DERBY-5574,1,0
Derby,DERBY-558,1,0
Derby,DERBY-5580,1,0
Derby,DERBY-5582,7,2009
Derby,DERBY-5584,3,1846
Derby,DERBY-5601,2,49
Derby,DERBY-5603,7,581
Derby,DERBY-5607,2,12
Derby,DERBY-5608,7,1432
Derby,DERBY-561,1,0
Derby,DERBY-5610,2,2645
Derby,DERBY-5613,2,0
Derby,DERBY-5614,2,868
Derby,DERBY-562,2,109
Derby,DERBY-5624,7,2707
Derby,DERBY-5632,1,0
Derby,DERBY-5638,8,2330
Derby,DERBY-5643,16,1578
Derby,DERBY-5647,1,0
Derby,DERBY-5663,2,689
Derby,DERBY-5667,3,1950
Derby,DERBY-5677,6,1659
Derby,DERBY-5678,1,0
Derby,DERBY-5679,4,2771
Derby,DERBY-5680,8,2797
Derby,DERBY-5681,14,1889
Derby,DERBY-5686,8,2075
Derby,DERBY-5687,18,2632
Derby,DERBY-569,1,0
Derby,DERBY-5705,4,210
Derby,DERBY-5708,1,0
Derby,DERBY-5710,1,0
Derby,DERBY-5711,1,0
Derby,DERBY-5712,4,132
Derby,DERBY-5713,3,830
Derby,DERBY-5714,1,0
Derby,DERBY-5715,1,0
Derby,DERBY-5716,1,0
Derby,DERBY-5718,1,0
Derby,DERBY-5719,1,0
Derby,DERBY-5720,1,0
Derby,DERBY-5721,3,1761
Derby,DERBY-5722,2,637
Derby,DERBY-5723,1,0
Derby,DERBY-5724,1,0
Derby,DERBY-5729,7,446
Derby,DERBY-5730,2,2473
Derby,DERBY-5733,1,0
Derby,DERBY-5736,1,0
Derby,DERBY-5749,9,1873
Derby,DERBY-575,5,344
Derby,DERBY-5750,7,2789
Derby,DERBY-5753,1,0
Derby,DERBY-576,1,0
Derby,DERBY-5760,6,1980
Derby,DERBY-5774,5,1395
Derby,DERBY-5775,1,0
Derby,DERBY-5779,5,22
Derby,DERBY-578,1,0
Derby,DERBY-579,5,279
Derby,DERBY-5797,4,2286
Derby,DERBY-5816,3,234
Derby,DERBY-582,7,399
Derby,DERBY-5830,1,0
Derby,DERBY-5838,1,0
Derby,DERBY-5839,1,0
Derby,DERBY-5852,8,1150
Derby,DERBY-5864,3,573
Derby,DERBY-5866,4,2403
Derby,DERBY-5872,5,2280
Derby,DERBY-5885,10,1633
Derby,DERBY-5886,4,2933
Derby,DERBY-5888,1,0
Derby,DERBY-5889,2,33
Derby,DERBY-5894,6,2168
Derby,DERBY-5897,2,10
Derby,DERBY-5911,2,1855
Derby,DERBY-5912,4,484
Derby,DERBY-5914,1,0
Derby,DERBY-5916,2,405
Derby,DERBY-5917,19,2361
Derby,DERBY-5918,2,990
Derby,DERBY-5933,1,0
Derby,DERBY-5937,4,1203
Derby,DERBY-5941,1,0
